Annotations,Path,Manuscript,Description,label,id,saint,prophet,king
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'saint jerome', 'auteur', 'religieux', 'tonsure', 'ecriture', ""instrument d'ecriture"", 'rouleau ecrit', 'pupitre', 'assis', 'de profil', 'arc trilobe']",1366471.jpg,"Paris, Bibl. Mazarine, 0021",saint jerome ecrivant,['saint'],['1366471'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'saint jerome', 'auteur', 'religieux', 'tonsure', 'ecriture', ""instrument d'ecriture"", 'rouleau ecrit', 'pupitre', 'assis', 'de profil', 'arc trilobe']",1366469.jpg,"Paris, Bibl. Mazarine, 0021",saint jerome ecrivant,['saint'],['1366469'],1,0,0
"['initiale historiee', 'lettre u', 'lev texte', 'lev 01, 01', 'scene biblique', 'moise', 'dieu biblique', 'aureole crucifere', 'relation par paroles', 'index pointe', 'main ouverte', 'livre']",1366481.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a moise,['prophet'],['1366481'],0,1,0
"['initiale historiee', 'lettre l', 'num texte', 'nombres (source)', 'scene biblique', 'moise', 'hebreu', 'groupe', 'chapeau pointu', 'relation par paroles', 'index pointe', 'main ouverte', 'assis', 'debout', 'de trois-quarts', 'de profil', 'tete tournee', 'main sur sa cuisse']",1366482.jpg,"Paris, Bibl. Mazarine, 0021",moise s'adressant au peuple,['prophet'],['1366482'],0,1,0
"['initiale historiee', 'lettre l', 'num texte', 'nombres (source)', 'scene biblique', 'moise', 'hebreu', 'groupe', 'chapeau pointu', 'relation par paroles', 'index pointe', 'main ouverte', 'assis', 'debout', 'de trois-quarts', 'de profil', 'tete tournee', 'main sur sa cuisse']",1366483.jpg,"Paris, Bibl. Mazarine, 0021",moise s'adressant au peuple,['prophet'],['1366483'],0,1,0
"['initiale historiee', 'lettre h', 'deut texte', 'scene biblique', 'moise', 'dieu biblique', 'aureole crucifere', 'relation par paroles', 'index, majeur et pouce pointes', 'de profil', 'de trois-quarts', 'livre']",1366484.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a moise,['prophet'],['1366484'],0,1,0
"['initiale historiee', 'lettre e', 'reg3 texte', 'reg3 01, 03', 'scene biblique', 'david', 'couronne', 'alite', 'nudite', 'couchage', 'couverture de lit', 'main sur sa cuisse', 'main ouverte', 'de profil', 'abishag', 'homme', 'accolade', ""main sur l'epaule"", 'tete tournee', 'coiffe']",1366496.jpg,"Paris, Bibl. Mazarine, 0021",david et abishag,['king'],['1366496'],0,0,1
"['initiale historiee', 'lettre c', 'par2 texte', 'scene biblique', 'apparition', 'tete de dieu', 'aureole', 'nuee', 'salomon', 'couronne', 'hebreu', 'chapeau pointu', 'agenouille', 'mains jointes', 'priere', 'tete levee', 'yeux leves', 'de trois-quarts', 'de profil', 'autel', 'linge du culte']",1366503.jpg,"Paris, Bibl. Mazarine, 0021",salomon priant dieu,['king'],['1366503'],0,0,1
"['initiale historiee', 'lettre b', 'ps 001 texte', 'psaumes (source)', 'scene biblique', 'david', 'couronne', 'musique', 'harpe', 'accessoire de musique', ""tete d'animal"", 'assis', 'banc', 'coiffure']",1366523.jpg,"Paris, Bibl. Mazarine, 0021",david accordant sa harpe,['king'],['1366523'],0,0,1
"['initiale historiee', 'lettre b', 'ps 001 texte', 'psaumes (source)', 'scene biblique', 'david', 'couronne', 'musique', 'harpe', 'accessoire de musique', ""tete d'animal"", 'assis', 'banc', 'coiffure']",1366524.jpg,"Paris, Bibl. Mazarine, 0021",david accordant sa harpe,['king'],['1366524'],0,0,1
"['initiale historiee', 'lettre d', 'ps 026 (27) texte', 'psaumes (source)', 'scene biblique', 'david', 'couronne', 'assis', 'banc', 'mains jointes', 'priere', 'regard', 'apparition', 'dieu biblique', 'en buste', 'nuee', 'benediction', 'index et majeur pointes', 'main a la tete', 'bras leve', 'geste des deux mains', 'de trois-quarts', 'de profil']",1366525.jpg,"Paris, Bibl. Mazarine, 0021",couronnement de david par dieu,['king'],['1366525'],0,0,1
"['initiale historiee', 'lettre d', 'ps 026 (27) texte', 'psaumes (source)', 'scene biblique', 'david', 'couronne', 'assis', 'banc', 'mains jointes', 'priere', 'regard', 'apparition', 'dieu biblique', 'en buste', 'nuee', 'benediction', 'index et majeur pointes', 'main a la tete', 'bras leve', 'geste des deux mains', 'de trois-quarts', 'de profil']",1366526.jpg,"Paris, Bibl. Mazarine, 0021",couronnement de david par dieu,['king'],['1366526'],0,0,1
"['initiale historiee', 'lettre d', 'ps 038 (39) texte', 'ps 038 (39), 02', 'scene biblique', 'apparition', 'tete de dieu', 'aureole crucifere', 'nuee', 'david', 'couronne', 'assis', 'banc', 'de profil', 'index pointe', 'designation', 'langue', 'main ouverte', 'geste des deux mains']",1366527.jpg,"Paris, Bibl. Mazarine, 0021",david designant sa langue,['king'],['1366527'],0,0,1
"['initiale historiee', 'lettre d', 'ps 038 (39) texte', 'ps 038 (39), 02', 'scene biblique', 'apparition', 'tete de dieu', 'aureole crucifere', 'nuee', 'david', 'couronne', 'assis', 'banc', 'de profil', 'index pointe', 'designation', 'langue', 'main ouverte', 'geste des deux mains']",1366528.jpg,"Paris, Bibl. Mazarine, 0021",david designant sa langue,['king'],['1366528'],0,0,1
"['initiale historiee', 'lettre s', 'ps 068 (69) texte', 'ps 068 (69), 02-03', 'scene biblique', 'registres 2', 'apparition', 'tete de dieu', 'aureole crucifere', 'nuee', 'david', 'couronne', 'nu', 'tete levee', 'bras ecartes', 'mains levees', 'main ouverte', 'dans les eaux', 'hydrographie']",1366531.jpg,"Paris, Bibl. Mazarine, 0021",david dans les eaux du desespoir,['king'],['1366531'],0,0,1
"['initiale historiee', 'lettre e', 'ps 080 (81) texte', 'ps 080 (81), 03-04', 'scene biblique', 'david', 'couronne', 'musique', 'clochettes', 'accessoire de musique', 'marteau', 'assis', 'banc']",1366532.jpg,"Paris, Bibl. Mazarine, 0021",david jouant des clochettes,['king'],['1366532'],0,0,1
"['initiale historiee', 'lettre u', 'eccl texte', 'ecclesiaste (source)', 'scene biblique', 'salomon', 'couronne', 'enseignement', 'main ouverte', 'fleur de lys', 'symbole', 'assis', 'de profil', 'jambes croisees', 'homme', 'yeux fermes', 'main a sa joue']",1366541.jpg,"Paris, Bibl. Mazarine, 0021",salomon enseignant la vanite des choses,['king'],['1366541'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'sagesse (source)', 'scene biblique', 'salomon', 'couronne', 'remise', 'epee', 'symbole', 'justice', 'main sur son genou', 'jambes croisees', 'de trois-quarts', 'assis', 'banc', 'soldat', 'de profil', 'tete tournee', 'main levee', 'coiffe']",1366543.jpg,"Paris, Bibl. Mazarine, 0021",salomon remettant l'epee a un soldat,['king'],['1366543'],0,0,1
"['initiale historiee', 'lettre d', 'sap texte', 'sagesse (source)', 'scene biblique', 'salomon', 'couronne', 'remise', 'epee', 'symbole', 'justice', 'main sur son genou', 'jambes croisees', 'de trois-quarts', 'assis', 'banc', 'soldat', 'de profil', 'tete tournee', 'main levee', 'coiffe']",1366545.jpg,"Paris, Bibl. Mazarine, 0021",salomon remettant l'epee a un soldat,['king'],['1366545'],0,0,1
"['initiale historiee', 'lettre u', 'is texte', 'source apocryphe', 'scene biblique', 'isaie', 'martyre', 'peine de mort', 'mort par le fer', 'sciage', 'scie', 'sang', 'nudite', 'torse', 'bras position', 'tete tournee', 'bourreau', 'cale', 'geste des deux mains', 'de trois-quarts', 'de profil', 'couvre-chef', 'opposition thematique', 'stature']",1366549.jpg,"Paris, Bibl. Mazarine, 0021",martyre d'isaie,['prophet'],['1366549'],0,1,0
"['initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'jeremie', 'martyre', 'peine de mort', 'lapidation', 'pierre', 'sang', 'mains jointes', 'priere', 'bourreau', 'tete tournee', 'de profil', 'cale', 'bras leves', 'geste des deux mains', 'agressivite']",1366551.jpg,"Paris, Bibl. Mazarine, 0021",lapidation de jeremie,['prophet'],['1366551'],0,1,0
"['initiale historiee', 'lettre u', 'jer texte', 'scene biblique', 'jeremie', 'martyre', 'peine de mort', 'lapidation', 'pierre', 'sang', 'mains jointes', 'priere', 'bourreau', 'tete tournee', 'de profil', 'cale', 'bras leves', 'geste des deux mains', 'agressivite']",1366550.jpg,"Paris, Bibl. Mazarine, 0021",lapidation de jeremie,['prophet'],['1366550'],0,1,0
"['initiale historiee', 'lettre q', 'lam texte', 'lamentations (source)', 'scene biblique', 'jeremie', 'aureole', 'tete tournee', 'regard', 'jerusalem', 'tour fortifiee', 'porte de ville', 'deterioration']",1366552.jpg,"Paris, Bibl. Mazarine, 0021",jeremie predisant la ruine de jerusalem,['prophet'],['1366552'],0,1,0
"['initiale historiee', 'lettre q', 'lam texte', 'lamentations (source)', 'scene biblique', 'jeremie', 'aureole', 'tete tournee', 'regard', 'jerusalem', 'tour fortifiee', 'porte de ville', 'deterioration']",1366553.jpg,"Paris, Bibl. Mazarine, 0021",jeremie predisant la ruine de jerusalem,['prophet'],['1366553'],0,1,0
"['initiale historiee', 'lettre e', 'ez texte', 'ez 01, 10', 'registres 2', 'scene biblique', 'ezechiel', 'nudite', 'alite', 'couchage', 'couverture de lit', 'main ouverte', 'main sous sa tete', 'tete tournee', 'de profil', 'vision', 'tetramorphe (le)', 'aureole', 'nuee']",1366557.jpg,"Paris, Bibl. Mazarine, 0021",premiere vision d'ezechiel,['prophet'],['1366557'],0,1,0
"['initiale historiee', 'lettre a', 'dan texte', 'dan 06, 23', 'scene biblique', 'daniel', 'a mi-corps', 'prodige', 'lion', 'relation bienveillante', 'grotte']",1366560.jpg,"Paris, Bibl. Mazarine, 0021",daniel dans la fosse aux lions,['prophet'],['1366560'],0,1,0
"['initiale historiee', 'lettre a', 'dan texte', 'dan 06, 23', 'scene biblique', 'daniel', 'a mi-corps', 'prodige', 'lion', 'relation bienveillante', 'grotte']",1366561.jpg,"Paris, Bibl. Mazarine, 0021",daniel dans la fosse aux lions,['prophet'],['1366561'],0,1,0
"['initiale historiee', 'lettre u', 'os texte', 'os 01, 03', 'scene biblique', 'osee', 'gomer', 'couple', 'regard', 'amour', 'accolade', ""main sur l'epaule"", 'assis', 'bonnet', 'couvre-chef']",1366564.jpg,"Paris, Bibl. Mazarine, 0021",osee et gomer,['prophet'],['1366564'],0,1,0
"['initiale historiee', 'lettre u', 'jo texte', 'jo 1, 02', 'scene biblique', 'joel', 'hebreu', 'relation par paroles', 'geste des deux mains', 'main ouverte', 'index pointe', 'de trois-quarts', 'de profil', 'couvre-chef']",1366566.jpg,"Paris, Bibl. Mazarine, 0021",joel s'adressant au peuple,['prophet'],['1366566'],0,1,0
"['initiale historiee', 'lettre u', 'am texte', 'am 1, 01', 'scene biblique', 'apparition', 'tete de dieu', 'aureole crucifere', 'amos', ""garde d'animaux"", 'betail', 'troupeau', 'belier', 'prairie', 'houlette', 'tete couverte', 'main ouverte', 'manteau']",1366569.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a amos,['prophet'],['1366569'],0,1,0
"['initiale historiee', 'lettre u', 'am texte', 'am 1, 01', 'scene biblique', 'apparition', 'tete de dieu', 'aureole crucifere', 'amos', ""garde d'animaux"", 'betail', 'troupeau', 'belier', 'prairie', 'houlette', 'tete couverte', 'main ouverte', 'manteau']",1366570.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a amos,['prophet'],['1366570'],0,1,0
"['initiale historiee', 'lettre e', 'jon texte', 'jon 2, 01-02', 'scene biblique', 'jonas', 'aureole', 'de face', 'strabisme', 'mains jointes', 'priere', 'monstre marin', 'gueule de monstre', 'gueule ouverte', 'hydrographie']",1366574.jpg,"Paris, Bibl. Mazarine, 0021",jonas dans la gueule du poisson,['prophet'],['1366574'],0,1,0
"['initiale historiee', 'lettre o', 'nah texte', 'nah 1, 01', 'nahum (source)', 'scene biblique', 'nahum', 'yeux leves', 'main ouverte', 'ninive', 'ville', 'tour fortifiee', 'porte de ville', 'couvre-chef']",1366578.jpg,"Paris, Bibl. Mazarine, 0021",nahum predisant la destruction de ninive,['prophet'],['1366578'],0,1,0
"['initiale historiee', 'lettre o', 'hab texte', 'dan 14, 36', 'scene biblique', 'habacuc', 'tete tournee', 'ange', 'a mi-corps', 'de profil', 'nuee', 'saisie des cheveux', 'index pointe', 'designation', 'pichet', 'aliment solide', 'nudite', 'tenue de son vetement']",1366581.jpg,"Paris, Bibl. Mazarine, 0021",habacuc transportant des vivres pour daniel,['prophet'],['1366581'],0,1,0
"['initiale historiee', 'lettre i', 'agg texte', 'agg 1, 01', 'scene biblique', 'aggee', 'apparition', 'tete de dieu', 'de profil', 'nuee', 'debout', 'de trois-quarts', 'yeux leves', 'main ouverte', 'geste des deux mains', 'couvre-chef', 'arcade', ""ornement d'architecture"", 'protome animal', 'mordant']",1366586.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a aggee,['prophet'],['1366586'],0,1,0
"['initiale historiee', 'lettre i', 'agg texte', 'agg 1, 01', 'scene biblique', 'aggee', 'apparition', 'tete de dieu', 'de profil', 'nuee', 'debout', 'de trois-quarts', 'yeux leves', 'main ouverte', 'geste des deux mains', 'couvre-chef', 'arcade', ""ornement d'architecture"", 'protome animal', 'mordant']",1366585.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a aggee,['prophet'],['1366585'],0,1,0
"['initiale historiee', 'lettre i', 'zach texte', 'zach 01, 01', 'scene biblique', 'apparition', 'tete de dieu', 'aureole', 'zacharie', 'auteur', 'livre', 'main couverte', 'tete levee', 'main sur sa poitrine', 'debout', 'de trois-quarts', 'couvre-chef', 'arcade', ""ornement d'architecture"", 'protome animal', 'mordant']",1366589.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a zacharie,['prophet'],['1366589'],0,1,0
"['initiale historiee', 'lettre i', 'zach texte', 'zach 01, 01', 'scene biblique', 'apparition', 'tete de dieu', 'aureole', 'zacharie', 'auteur', 'livre', 'main couverte', 'tete levee', 'main sur sa poitrine', 'debout', 'de trois-quarts', 'couvre-chef', 'arcade', ""ornement d'architecture"", 'protome animal', 'mordant']",1366588.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a zacharie,['prophet'],['1366588'],0,1,0
"['initiale historiee', 'lettre i', 'marc texte', 'scene biblique', 'saint marc', 'assis', 'de trois-quarts', 'fauteuil', 'mains levees', ""materiel d'ecriture"", 'coiffure', 'arcade', ""ornement d'architecture"", 'zoomorphe']",1366598.jpg,"Paris, Bibl. Mazarine, 0021",saint marc,['saint'],['1366598'],1,0,0
"['initiale historiee', 'lettre i', 'marc texte', 'scene biblique', 'saint marc', 'assis', 'de trois-quarts', 'fauteuil', 'mains levees', ""materiel d'ecriture"", 'coiffure', 'arcade', ""ornement d'architecture"", 'zoomorphe']",1366599.jpg,"Paris, Bibl. Mazarine, 0021",saint marc,['saint'],['1366599'],1,0,0
"['initiale historiee', 'lettre f', 'luc texte', 'scene biblique', 'saint luc', 'auteur', 'ecriture', 'assis', 'bras leve', 'regard', ""instrument d'ecriture"", 'main posee sur', 'feuillet', 'banc']",1366601.jpg,"Paris, Bibl. Mazarine, 0021",saint luc ecrivant,['saint'],['1366601'],1,0,0
"['initiale historiee', 'lettre f', 'luc texte', 'scene biblique', 'saint luc', 'auteur', 'ecriture', 'assis', 'bras leve', 'regard', ""instrument d'ecriture"", 'main posee sur', 'feuillet', 'banc']",1366602.jpg,"Paris, Bibl. Mazarine, 0021",saint luc ecrivant,['saint'],['1366602'],1,0,0
"['initiale historiee', 'lettre i', 'joh texte', 'figure biblique', 'saint jean', 'auteur', 'phylactere', 'dalmatique', 'main couverte', 'yeux leves', 'debout', 'de trois-quarts', ""pieds a l'equerre"", 'arcade', ""ornement d'architecture"", 'zoomorphe']",1366603.jpg,"Paris, Bibl. Mazarine, 0021",saint jean,['saint'],['1366603'],1,0,0
"['initiale historiee', 'lettre i', 'joh texte', 'figure biblique', 'saint jean', 'auteur', 'phylactere', 'dalmatique', 'main couverte', 'yeux leves', 'debout', 'de trois-quarts', ""pieds a l'equerre"", 'arcade', ""ornement d'architecture"", 'zoomorphe']",1366604.jpg,"Paris, Bibl. Mazarine, 0021",saint jean,['saint'],['1366604'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'scene biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'assis', 'de trois-quarts', 'banc', 'main ouverte', 'yeux leves', 'apparition', 'tete de dieu', 'aureole crucifere']",1366605.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a saint paul,['saint'],['1366605'],1,0,0
"['initiale historiee', 'lettre p', 'rom texte', 'scene biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'assis', 'de trois-quarts', 'banc', 'main ouverte', 'yeux leves', 'apparition', 'tete de dieu', 'aureole crucifere']",1366606.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a saint paul,['saint'],['1366606'],1,0,0
"['initiale historiee', 'lettre p', 'cor1 texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'index pointe', 'de profil']",1366608.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366608'],1,0,0
"['initiale historiee', 'lettre p', 'cor1 texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'index pointe', 'de profil']",1366607.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366607'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'assis', 'fauteuil', 'accoude', 'tete tournee', 'yeux leves']",1366609.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366609'],1,0,0
"['initiale historiee', 'lettre p', 'cor2 texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'assis', 'fauteuil', 'accoude', 'tete tournee', 'yeux leves']",1366610.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366610'],1,0,0
"['initiale historiee', 'lettre p', 'gal texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'assis', 'de trois-quarts', 'banc']",1366612.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366612'],1,0,0
"['initiale historiee', 'lettre p', 'gal texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'assis', 'de trois-quarts', 'banc']",1366611.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366611'],1,0,0
"['initiale historiee', 'lettre p', 'eph texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366614.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366614'],1,0,0
"['initiale historiee', 'lettre p', 'eph texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366613.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366613'],1,0,0
"['initiale historiee', 'lettre p', 'phil texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'index pointe', 'assis', 'de trois-quarts', 'banc']",1366616.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366616'],1,0,0
"['initiale historiee', 'lettre p', 'phil texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'index pointe', 'assis', 'de trois-quarts', 'banc']",1366615.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366615'],1,0,0
"['initiale historiee', 'lettre p', 'col texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366617.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366617'],1,0,0
"['initiale historiee', 'lettre p', 'col texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366618.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366618'],1,0,0
"['initiale historiee', 'lettre p', 'thess1 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366619.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366619'],1,0,0
"['initiale historiee', 'lettre p', 'thess1 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366620.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366620'],1,0,0
"['initiale historiee', 'lettre p', 'thess2 texte', 'figure biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'main sur sa poitrine', 'assis', 'de trois-quarts', 'banc']",1366622.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366622'],1,0,0
"['initiale historiee', 'lettre p', 'tim1 texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'attribut', 'epee', 'main couverte', 'livre', 'de trois-quarts']",1366623.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366623'],1,0,0
"['initiale historiee', 'lettre p', 'tim2 texte', 'scene biblique', 'saint paul', 'chauve', 'auteur', 'remise', 'rouleau', 'index pointe', 'de trois-quarts', 'homme', 'main ouverte', 'de profil', 'coiffure']",1366624.jpg,"Paris, Bibl. Mazarine, 0021",saint paul remettant une lettre,['saint'],['1366624'],1,0,0
"['initiale historiee', 'lettre p', 'tim2 texte', 'scene biblique', 'saint paul', 'chauve', 'auteur', 'remise', 'rouleau', 'index pointe', 'de trois-quarts', 'homme', 'main ouverte', 'de profil', 'coiffure']",1366625.jpg,"Paris, Bibl. Mazarine, 0021",saint paul remettant une lettre,['saint'],['1366625'],1,0,0
"['initiale historiee', 'lettre p', 'tit texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'de profil', 'attribut', 'epee', 'phylactere inscrit']",1366626.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366626'],1,0,0
"['initiale historiee', 'lettre p', 'tit texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'de profil', 'attribut', 'epee', 'phylactere inscrit']",1366627.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366627'],1,0,0
"['initiale historiee', 'lettre p', 'philem texte', 'figure biblique', 'saint paul', 'auteur', 'chauve', 'livre', 'attribut', 'epee', 'nuee', 'de trois-quarts']",1366629.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366629'],1,0,0
"['initiale historiee', 'lettre m', 'heb texte', 'heb (source)', 'scene biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'main ouverte', 'assis', 'banc', 'relation par paroles', 'homme', 'de trois-quarts', 'de profil']",1366631.jpg,"Paris, Bibl. Mazarine, 0021",saint paul s'adressant a un groupe,['saint'],['1366631'],1,0,0
"['initiale historiee', 'lettre p', 'act texte', 'scene biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'main couverte', 'de trois-quarts', 'regard', 'apparition', 'tete de dieu', 'de profil', 'nuee']",1366633.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a saint paul,['saint'],['1366633'],1,0,0
"['initiale historiee', 'lettre p', 'act texte', 'scene biblique', 'saint paul', 'chauve', 'attribut', 'epee', 'main couverte', 'de trois-quarts', 'regard', 'apparition', 'tete de dieu', 'de profil', 'nuee']",1366634.jpg,"Paris, Bibl. Mazarine, 0021",dieu parlant a saint paul,['saint'],['1366634'],1,0,0
"['initiale historiee', 'lettre p', 'petr1 texte', 'figure biblique', 'sujet impropre', 'saint paul', 'chauve', 'attribut', 'epee', 'main couverte', 'tete tournee', 'de profil', 'assis', 'fauteuil']",1366638.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366638'],1,0,0
"['initiale historiee', 'lettre p', 'petr1 texte', 'figure biblique', 'sujet impropre', 'saint paul', 'chauve', 'attribut', 'epee', 'main couverte', 'tete tournee', 'de profil', 'assis', 'fauteuil']",1366639.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366639'],1,0,0
"['initiale historiee', 'lettre s', 'petr2 texte', 'figure biblique', 'saint pierre', 'auteur', 'tonsure', 'attribut', 'cle', 'main couverte', 'livre', 'de trois-quarts']",1366640.jpg,"Paris, Bibl. Mazarine, 0021",saint pierre,['saint'],['1366640'],1,0,0
"['initiale historiee', 'lettre q', 'joh1 texte', 'scene biblique', 'saint jean', 'auteur', 'ecriture', ""instrument d'ecriture"", 'feuillet', 'assis', 'tete tournee', 'main levee', 'banc', 'pupitre']",1366641.jpg,"Paris, Bibl. Mazarine, 0021",saint jean ecrivant,['saint'],['1366641'],1,0,0
"['initiale historiee', 'lettre q', 'joh1 texte', 'scene biblique', 'saint jean', 'auteur', 'ecriture', ""instrument d'ecriture"", 'feuillet', 'assis', 'tete tournee', 'main levee', 'banc', 'pupitre']",1366642.jpg,"Paris, Bibl. Mazarine, 0021",saint jean ecrivant,['saint'],['1366642'],1,0,0
"['initiale historiee', 'lettre s', 'joh2 texte', 'figure biblique', 'sujet impropre', 'saint paul', 'chauve', 'auteur', 'main couverte', 'main posee sur', 'livre', 'de trois-quarts']",1366644.jpg,"Paris, Bibl. Mazarine, 0021",saint paul,['saint'],['1366644'],1,0,0
"['initiale historiee', 'lettre s', 'joh3 texte', 'figure biblique', 'saint jean', 'auteur', 'phylactere', 'main couverte', 'de profil', 'yeux leves']",1366643.jpg,"Paris, Bibl. Mazarine, 0021",saint jean,['saint'],['1366643'],1,0,0
"['initiale historiee', 'lettre i', 'jud texte', 'figure biblique', 'saint jude', 'auteur', 'livre', 'main couverte', 'main posee sur', 'debout', 'de trois-quarts', 'arcade', ""ornement d'architecture"", 'zoomorphe']",1366646.jpg,"Paris, Bibl. Mazarine, 0021",saint jude,['saint'],['1366646'],1,0,0
"['initiale historiee', 'lettre a', 'apoc texte', 'apoc 01, 04', 'scene biblique', 'saint jean', 'auteur', 'ecriture', ""instrument d'ecriture"", 'feuillet', 'assis', 'de profil', 'arc trilobe', 'tour']",1366647.jpg,"Paris, Bibl. Mazarine, 0021",saint jean ecrivant,['saint'],['1366647'],1,0,0
"['initiale historiee', 'lettre a', 'apoc texte', 'apoc 01, 04', 'scene biblique', 'saint jean', 'auteur', 'ecriture', ""instrument d'ecriture"", 'feuillet', 'assis', 'de profil', 'arc trilobe', 'tour']",1366648.jpg,"Paris, Bibl. Mazarine, 0021",saint jean ecrivant,['saint'],['1366648'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'saint jerome', 'auteur', 'religieux', 'tonsure', 'capuchon', 'ecriture', 'assis', 'fauteuil', 'pupitre', 'rouleau', ""instrument d'ecriture"", 'grattoir', 'chaussure', 'drape', 'arc trilobe', 'trace sous-jacent']",1365536.jpg,"Paris, Bibl. Mazarine, 0009",saint jerome ecrivant,['saint'],['1365536'],1,0,0
"['initiale historiee', 'lettre f', 'lettre a paulin', 'scene', 'saint jerome', 'auteur', 'religieux', 'tonsure', 'capuchon', 'ecriture', 'assis', 'fauteuil', 'pupitre', 'rouleau', ""instrument d'ecriture"", 'grattoir', 'chaussure', 'drape', 'arc trilobe', 'trace sous-jacent']",1365535.jpg,"Paris, Bibl. Mazarine, 0009",saint jerome ecrivant,['saint'],['1365535'],1,0,0
"['initiale historiee', 'lettre l', 'num texte', 'num 01, 01', 'scene biblique', 'moise', 'apparition', 'tete de dieu', 'aureole crucifere', 'nuee', 'genou en terre', 'main ouverte', 'main sur son genou', 'chapeau pointu']",1365547.jpg,"Paris, Bibl. Mazarine, 0009",dieu parlant a moise,['prophet'],['1365547'],0,1,0
